84.95613683,100.368604,102.3918494,98.17636217,94.79428857,57.92819595
84.13787825,101.9541364,86.24937768,96.36386536,83.6660866,70.59495742
90.23539627,103.8506112,103.6867048,97.6951073,96.05879545,68.76322005
88.12131396,93.3371597,103.1940406,96.01467477,95.11947288,63.78841297
79.32933736,95.58585746,85.64188922,96.69820103,99.14267373,45.41680485
84.79925438,99.43215475,68.46176004,96.92628433,90.03779234,78.05221353
57.46797417,87.85041491,85.10176851,48.00932722,66.83424106,30.2293268
39.99515383,68.88880182,61.8555411,32.09144372,50.36509402,20.31758408
57.77796791,83.73454503,61.77078215,57.22950021,75.47351868,32.06105858
67.50754214,95.7792831,89.3744858,59.4114187,85.80636162,33.60749007
73.47562384,101.447407,90.6102053,72.68836639,88.8442259,41.27353329
65.84212235,102.9135947,93.63670688,96.27088444,91.60715999,0.85415218
59.01053065,102.7412896,84.74694932,51.01874032,64.59258632,31.97587012
89.31781723,101.7557457,97.53187092,101.3304397,90.45677836,70.46726799
76.36578693,86.70586882,94.14091313,95.61639137,79.40424081,50.26589988
62.84670365,103.4339363,99.23271096,90.9465144,49.99567559,28.56090064
68.6877313,102.7012799,101.3554426,62.18186071,79.73930137,33.96866174
78.19664538,96.53899125,87.05697146,89.18586426,92.80727909,49.9983957
83.94588946,101.7754749,98.53935672,91.63718113,90.68000622,61.18204488
62.32766423,101.7279345,100.1652716,57.7582339,54.87639069,38.829526
78.46847362,101.4557775,92.66559576,94.82491456,83.47049274,49.92506721
84.17445094,102.2217613,100.6907492,93.85906265,85.75243881,58.06900354
86.7007569,102.5873712,103.7513868,86.35219999,100.9627487,61.85823698
78.57748181,95.56075265,96.35174427,92.23045164,91.87246384,41.01817323
64.87796777,85.61608455,74.04800683,93.58936556,75.56578289,26.87182577
76.84092045,99.51621911,81.62619514,77.87135209,94.81905166,49.93954118
73.83264073,102.0651711,98.69168423,75.08599295,82.2412196,45.78057753
87.62630518,103.0438311,93.99886887,91.00421497,97.3958155,64.6441685
76.89570409,102.8614541,89.77582257,69.67411189,89.75170206,55.0145803
90.78579579,102.8924404,101.62518,99.11497073,96.49968097,69.43540494
85.56530952,103.2643876,101.9578058,101.4089665,89.17084337,59.61901419
73.68247015,92.06655317,98.21828195,86.74670429,86.14559252,38.06394146
70.76704554,101.2271593,99.64473013,62.64086306,75.21525507,52.45132585
83.9634521,103.7400062,102.8093675,93.18332699,85.14695648,55.36112645
90.25757483,100.1513076,102.1694413,102.6574663,102.1630843,69.15393139
47.12116536,95.77263068,84.00110713,19.55068051,50.63967849,27.36805716
87.93949913,102.5208372,101.6378103,97.40059058,91.83750697,68.59839798
52.66312973,82.25287458,57.69471456,46.82257313,68.53904008,37.78193051
